,Unnamed: 0,Filename,Rsh_scaff,Voc (V),Isc (mA),Jsc(mA/cm2),Imax (mA),Vmax (V),Pmax (mW/cm2),FF (%),FF_est (%),PCE (%),Rseries (ohm),Rshunt (ohm),CellArea (cm2),ScanRate (mV/s),ActualScanRate (mV/s),CellNo,CellRow,CellColumn,Condition,meas_time,measurement
83,83,23-Rep_2-2023_10_04-11_19_38-rev-0,3727491.953624972,0.605344773241553,0.2925808341841656,3.25089815760184,0.167832,0.324252,0.054419861664,30.726193607837075,30.726193607837075,0.6046651296000001,1430.7629460662413,2909.483827525895,0.09,60.0,-54.08400884830658,23,C,6,6,2023-10-04 11:19:38,2
84,84,25-Rep_2-2023_10_04-11_21_28-rev-7,15186.54433527648,0.8326329099276509,1.211467019008592,13.460744655651022,1.24386,0.566654,0.70483824444,69.87539774210622,68.05568135052908,7.831536049333334,114.95802240086785,-3025.8551930124804,0.09,60.0,-54.08393868912487,25,C,8,7,2023-10-04 11:21:28,2
85,85,27-Rep_2-2023_10_04-11_23_18-rev-8,20889.248940659807,0.8004027223738168,1.5956080749615127,17.728978610683473,1.39633,0.530297,0.7404696100100001,57.9792317562347,57.9792317562347,8.227440111222224,121.90436944277828,-8284.589533233091,0.09,60.0,-54.08372415261778,27,D,1,7,2023-10-04 11:23:18,2
86,86,28-Rep_2-2023_10_04-11_24_13-rev-8,11773.388872983196,0.841931151437683,1.3000160433427,14.444622703807775,1.38518,0.578801,0.80174356918,73.25043270501867,68.7468326847912,8.908261879777777,138.48465384645203,-1328.848409739493,0.09,60.0,-54.08426832097246,28,D,2,8,2023-10-04 11:24:13,2
87,87,29-Rep_2-2023_10_04-11_25_08-rev-9,13891.583907123217,0.833911426498144,1.5089145849506749,16.76571761056305,1.44878,0.566654,0.82095698212,65.24328501229898,65.24328501229898,9.121744245777778,129.4827755393453,-1482.4705861381208,0.09,60.0,-54.08427327569027,29,D,3,8,2023-10-04 11:25:08,2
88,88,30-Rep_2-2023_10_04-11_26_03-rev-9,13437.905617854049,0.8486518969536332,1.5654193491428994,17.393548323809995,1.49158,0.5788,0.8633265039999999,64.98524940226005,64.98524940226005,9.59251671111111,120.13075551304846,-2455.896142229826,0.09,60.0,-54.08397940872715,30,D,4,8,2023-10-04 11:26:03,2
89,89,31-Rep_2-2023_10_04-11_26_58-rev-8,9763.747163043685,0.82537555691583,1.480236516910841,16.44707241012045,1.36669,0.566654,0.7744403552600001,63.387738599269575,63.387738599269575,8.604892836222223,144.27678031420254,-2721.9543625155816,0.09,60.0,-54.08445644440451,31,D,5,8,2023-10-04 11:26:58,2
90,90,33-Rep_2-2023_10_04-11_28_48-rev-8,9645.80108510266,0.8734802594861325,0.8860266629397802,9.844740699330892,1.3112,0.603072,0.7907480064000001,102.17348810708542,69.042430375563,8.78608896,139.99755399421412,-1848.007361843262,0.09,60.0,-54.08426256264264,33,D,7,9,2023-10-04 11:28:48,2
91,91,35-Rep_2-2023_10_04-11_30_38-rev-9,37421.23837716021,0.8704877502689147,0.8411397730413461,9.34599747823718,1.33786,0.615145,0.8229778897,112.39767677254648,70.6667037887629,9.144198774444444,117.05173852718303,-2407.325299728644,0.09,60.0,-54.084146073834034,35,D,9,9,2023-10-04 11:30:38,2
92,92,38-Rep_2-2023_10_04-11_33_23-rev-9,7400.864750812629,0.8784655857737658,0.7106597018667623,7.896218909630693,1.3006300000000002,0.639414,0.8316410308200002,133.21387643789282,72.78759809774388,9.240455898000002,108.6210380586186,-5154.44311337471,0.09,60.0,-54.08395801845816,38,E,3,10,2023-10-04 11:33:23,2
93,93,39-Rep_2-2023_10_04-11_34_18-rev-9,16628.62116108664,0.8735263839875326,0.7556183548893933,8.395759498771037,1.28493,0.639414,0.8216022310200002,124.47527202105864,73.19916280961768,9.128913678000002,81.97136728065648,-6919.724951456146,0.09,60.0,-54.08401355452522,39,E,4,10,2023-10-04 11:34:18,2
94,94,41-Rep_2-2023_10_04-11_36_08-rev-7,23152.679792068884,0.8841001470355441,0.5614150961074652,6.237945512305169,1.03559,0.663651,0.68727033909,138.46565105865182,75.06513851686067,7.636337101,116.61484615375218,65703.00615057662,0.09,60.0,-54.08393985057524,41,E,6,11,2023-10-04 11:36:08,2
95,95,42-Rep_2-2023_10_04-11_37_03-rev-7,75304.14322081751,0.8631138993198433,0.5243388568090207,5.825987297878008,0.989929,0.663651,0.656967370779,145.1655777717998,76.89031546392367,7.299637453100001,87.13298686382721,126562.0362170473,0.09,60.0,-54.08427782672023,42,E,7,11,2023-10-04 11:37:03,2
96,96,43-Rep_2-2023_10_04-11_37_58-rev-7,18752.59561423062,0.877486429704916,0.5346351840901534,5.940390934335039,1.00751,0.663651,0.6686350190100001,142.5250406756104,75.63091320092263,7.429277989000002,125.47469411186792,-3093625.0688890163,0.09,60.0,-54.08430457886327,43,E,8,11,2023-10-04 11:37:58,2
97,97,44-Rep_2-2023_10_04-11_38_53-rev-8,45799.73680266735,0.8297123510933189,1.6670675354576414,18.52297261619601,1.38192,0.566653,0.78306911376,56.61341402743461,56.61341402743461,8.700767930666666,111.89232662843077,7083.247793563864,0.09,60.0,-54.08380733669219,44,E,9,12,2023-10-04 11:38:53,2
98,98,45-Rep_2-2023_10_04-11_39_49-rev-7,16409.06855105204,0.8425535728385717,1.5051629992537994,16.724033325042218,1.27913,0.554562,0.7093568910600001,55.93501176759767,55.93501176759767,7.881743234000002,132.26250102393456,-1100.1462474020109,0.09,60.0,-54.08414123657249,45,F,1,12,2023-10-04 11:39:49,2
99,99,46-Rep_2-2023_10_04-11_40_43-rev-8,10088.125798485602,0.8266283106341178,1.5942136401490348,17.71348489054483,1.33352,0.554562,0.73951951824,56.11679318818672,56.11679318818672,8.216883536,118.40077219384622,-2178.022614465257,0.09,60.0,-54.08440621938077,46,F,2,12,2023-10-04 11:40:43,2
100,100,47-Rep_2-2023_10_04-11_41_38-rev-7,24496.7218347019,0.8080912151013562,1.5974884474547093,17.74987163838566,1.28995,0.554561,0.71535596195,55.414585537269566,55.414585537269566,7.948399577222222,129.47630976791754,19596.66839507892,0.09,60.0,-54.08373785674809,47,F,3,12,2023-10-04 11:41:38,2
101,101,48-Rep_2-2023_10_04-11_42_33-rev-8,33101.38343961974,0.8168883169823931,1.6132228853791648,17.924698726435164,1.33812,0.566654,0.75825105048,57.538158921837,57.538158921837,8.425011672,127.2427294165478,-58336.89186041897,0.09,60.0,-54.08412272879777,48,F,4,13,2023-10-04 11:42:33,2
102,102,51-Rep_2-2023_10_04-11_45_18-rev-8,12722.148748433608,0.829705511195838,1.649114398275841,18.32349331417601,1.39248,0.566655,0.7890557544,57.66774017613224,57.66774017613224,8.76728616,124.20741205313908,323538.9538301196,0.09,60.0,-54.08453641643487,51,F,7,13,2023-10-04 11:45:18,2
103,103,52-Rep_2-2023_10_04-11_46_13-rev-9,11333.842379592015,0.8356559573954613,1.5696130352960862,17.44014483662318,1.45833,0.578801,0.8440828623300001,64.35243318557792,64.35243318557792,9.378698470333337,107.18960953831392,-750.0414785450577,0.09,60.0,-54.08404209419399,52,F,8,14,2023-10-04 11:46:13,2
104,104,53-Rep_2-2023_10_04-11_47_08-rev-9,7450.189530645965,0.8418430860461625,1.4120787747993162,15.689764164436848,1.40558,0.578801,0.8135511095800001,68.43759938109855,68.43759938109855,9.039456773111112,112.10989226272264,-1099.2699844471567,0.09,60.0,-54.084326222376646,53,F,9,14,2023-10-04 11:47:08,2
105,105,54-Rep_2-2023_10_04-11_48_03-rev-9,19538.69404980982,0.8563026188644526,1.1710620404690064,13.011800449655627,1.41443,0.590915,0.83580790345,83.3487896469431,69.00773009238432,9.28675448277778,124.1624216902664,-1385.9550827271582,0.09,60.0,-54.08426931553711,54,G,1,14,2023-10-04 11:48:03,2
106,106,55-Rep_2-2023_10_04-11_48_58-rev-8,6156.757491700474,0.8279698184216644,1.0733769592285884,11.926410658095428,1.30169,0.590914,0.7691868446600001,86.54960165130203,71.36902660611986,8.546520496222223,114.78456376173764,-1652.7600731865143,0.09,60.0,-54.0842779324862,55,G,2,14,2023-10-04 11:48:58,2
107,107,57-Rep_2-2023_10_04-11_50_48-rev-7,23700.469866401345,0.8561567327792453,0.8739245198082671,9.71027244231408,1.11458,0.627268,0.6991403674400001,93.44093544928234,73.265557109359,7.76822630488889,95.76344713362666,-15211.049063508975,0.09,60.0,-54.08403553506852,57,G,4,15,2023-10-04 11:50:48,2
108,108,58-Rep_2-2023_10_04-11_51_43-rev-8,10410.672982841565,0.8472335362510911,0.8993857538184532,9.99317504242726,1.18417,0.627267,0.7427907633899999,97.4804111603226,74.03708342042063,8.253230704333333,97.45130803204772,-19303.94740066625,0.09,60.0,-54.08430173770448,58,G,5,15,2023-10-04 11:51:43,2
109,109,59-Rep_2-2023_10_04-11_52_38-rev-9,24622.4484064595,0.8590452677867535,0.9715257949330944,10.79473105481216,1.36821,0.627269,0.8582357184899999,102.83387457434254,73.0193184831921,9.535952427666668,96.66464200645106,-5120.825654150688,0.09,60.0,-54.08396522985747,59,G,6,15,2023-10-04 11:52:38,2
110,110,60-Rep_2-2023_10_04-11_53_33-rev-3,197925.20403546773,0.8408947577470366,0.3590810177967424,3.989789086630472,0.5231049999999999,0.566653,0.2964190175649999,98.16845838890268,67.38691076136595,3.29354463961111,328.2057598071116,8862.94636081467,0.09,60.0,-54.084332363785926,60,G,7,16,2023-10-04 11:53:33,2
111,111,61-Rep_2-2023_10_04-11_54_28-rev-3,71076.01710198763,0.8429664199889937,0.3593885531198693,3.9932061457763255,0.533119,0.5788,0.3085692771999999,101.854018542539,68.66228431822434,3.428547524444444,308.0496394051251,38292.091543309645,0.09,60.0,-54.08416397530706,61,G,8,16,2023-10-04 11:54:28,2
112,112,62-Rep_2-2023_10_04-11_55_23-rev-3,45925.34109859479,0.820156389865949,0.4513743705902491,5.015270784336101,0.5719810000000001,0.542416,0.310251646096,83.80704458020051,66.13567932923812,3.447240512177778,331.18237461879073,-2171.1839702035045,0.09,60.0,-54.084052284030655,62,G,9,16,2023-10-04 11:55:23,2
113,113,65-Rep_2-2023_10_04-11_58_08-rev-3,49737.97655357311,0.8258779009702824,0.2734478678397971,3.0383096426644127,0.467718,0.5788,0.2707151784,119.87323333024914,70.0829988694451,3.0079464266666665,266.98619043749943,-147302.4784342755,0.09,60.0,-54.08411037514124,65,H,3,17,2023-10-04 11:58:08,2
114,114,67-Rep_2-2023_10_04-11_59_58-rev-3,48270.79312099433,0.8315473396424836,0.3453420335989207,3.8371337066546745,0.539303,0.578799,0.3121480370969999,108.69865935787436,69.60505703125085,3.4683115233,263.9427854240621,81338.67254622864,0.09,60.0,-54.08422836002905,67,H,5,17,2023-10-04 11:59:58,2
115,115,68-Rep_2-2023_10_04-12_00_53-rev-4,25707.477587462752,0.8348827704001558,0.4184452076919574,4.649391196577305,0.616044,0.590915,0.36402964026,104.20118300006833,70.77820035940817,4.044773780666667,195.1013870864217,-141637.55295151842,0.09,60.0,-54.08446776972249,68,H,6,18,2023-10-04 12:00:53,2
116,116,69-Rep_2-2023_10_04-12_01_48-rev-3,78382.40790239864,0.8333222379151167,0.3776316552863432,4.195907280959369,0.582233,0.615145,0.3581577187850001,113.81328313756728,73.81838285499582,3.979530208722224,171.1550170715812,127615.76120212166,0.09,60.0,-54.08393373053207,69,H,7,18,2023-10-04 12:01:48,2
117,117,70-Rep_2-2023_10_04-12_02_43-rev-3,55590.45140037123,0.8299154427073071,0.3841963497928435,4.268848331031595,0.581592,0.603073,0.350742432216,110.00216406090225,72.66680061196193,3.8971381357333335,183.37362682844665,-571620.3608407865,0.09,60.0,-54.08407510971728,70,H,8,18,2023-10-04 12:02:43,2
118,118,00-Rep_2-2023_10_05-13_26_54-rev-1,48620.57612391469,0.8025484089467735,0.3920542390216907,4.356158211352119,0.28114,0.554558,0.15590843612,49.55097714770272,49.55097714770272,1.7323159568888888,444.6682616457978,8807.779737706645,0.09,60.0,-54.08398803797819,0,A,1,1,2023-10-05 13:26:54,3
119,119,01-Rep_2-2023_10_05-13_27_49-rev-1,10780.380655458395,0.7482688533666273,0.3840626116122166,4.267362351246852,0.262976,0.481801,0.1267020997759999,44.08837717433276,44.08837717433276,1.407801108622222,523.13915312959,5613.365418429678,0.09,60.0,-54.084025791084535,1,A,2,1,2023-10-05 13:27:49,3
120,120,02-Rep_2-2023_10_05-13_28_44-rev-1,1863904.302443052,0.7705210998587415,0.4045090669255535,4.494545188061705,0.260517,0.506065,0.131838535605,42.2989487415139,42.2989487415139,1.4648726178333331,517.4889684948978,4280.221005644432,0.09,60.0,-54.08347590079941,2,A,3,1,2023-10-05 13:28:44,3
121,121,03-Rep_2-2023_10_05-13_29_39-rev-1,3727682.949445945,0.7578857535545528,0.3979911564786675,4.422123960874083,0.25171,0.481798,0.12127337458,40.20576196176546,40.20576196176546,1.3474819397777775,567.5614214385802,3853.615048374287,0.09,60.0,-54.084171052517725,3,A,4,1,2023-10-05 13:29:39,3
122,122,04-Rep_2-2023_10_05-13_30_34-rev-1,88518.20235844112,0.7758268188580041,0.3746258004529538,4.162508893921709,0.2394619999999999,0.506064,0.1211830975679999,41.69457747822183,41.69457747822183,1.3464788618666663,570.396655833595,4539.552846579582,0.09,60.0,-54.08422616381544,4,A,5,2,2023-10-05 13:30:34,3
123,123,05-Rep_2-2023_10_05-13_31_29-rev-1,798745.8811777196,0.7794342648354365,0.367514487721959,4.083494308021767,0.236958,0.506065,0.11991615027,41.8623611156602,41.8623611156602,1.3324016696666667,583.7278175080787,4994.3144992845255,0.09,60.0,-54.08416658210073,5,A,6,2,2023-10-05 13:31:29,3
124,124,06-Rep_2-2023_10_05-13_32_24-rev-1,112958.65372797757,0.77369867968516,0.3808795831088049,4.2319953678756095,0.2491029999999999,0.481799,0.120017576297,40.72727033063822,40.72727033063822,1.3335286255222225,573.964960401211,5045.493923084172,0.09,60.0,-54.083905675481546,6,A,7,2,2023-10-05 13:32:24,3
125,125,07-Rep_2-2023_10_05-13_33_19-rev-1,20902.22704869601,0.7424922485423635,0.3852418077078972,4.280464530087747,0.25399,0.457598,0.11622531602,40.63267360410313,40.63267360410313,1.291392400222222,675.3583422476455,5097.380065880557,0.09,60.0,-54.08426829168264,7,A,8,2,2023-10-05 13:33:19,3
126,126,09-Rep_2-2023_10_05-13_35_09-rev-1,21728.27301499639,0.7769117775050761,0.4795677377258572,5.328530419176192,0.295296,0.493953,0.145862345088,39.14907702634015,39.14907702634015,1.6206927232,565.677703167125,4167.853421965898,0.09,60.0,-54.08381250774576,9,B,1,3,2023-10-05 13:35:09,3
127,127,10-Rep_2-2023_10_05-13_36_04-rev-1,8124.937660380234,0.6879830682706534,0.4166018803559301,4.628909781732557,0.249013,0.396947,0.098844963311,34.4870120379414,34.4870120379414,1.0982773701222224,822.4304159938924,3217.0696239751096,0.09,60.0,-54.08405407682199,10,B,2,3,2023-10-05 13:36:04,3
128,128,11-Rep_2-2023_10_05-13_36_59-rev-1,95307.28421551356,0.7479264377046022,0.4210603707350094,4.678448563722327,0.242591,0.433366,0.105130691306,33.38306951163793,33.38306951163793,1.168118792288889,776.7546406061672,2889.069551885009,0.09,60.0,-54.08393670758304,11,B,3,3,2023-10-05 13:36:59,3
129,129,12-Rep_2-2023_10_05-13_37_54-rev-1,70851.19742655038,0.7682892572022967,0.4421659095658468,4.912954550731632,0.253677,0.421209,0.106851035493,31.453481165334047,31.453481165334047,1.1872337277,914.7068796558656,2604.6052982202264,0.09,60.0,-54.08405896927316,12,B,4,4,2023-10-05 13:37:54,3
130,130,13-Rep_2-2023_10_05-13_38_49-rev-0,22342.98000532413,0.7176235834943572,0.3917531284625804,4.352812538473116,0.218555,0.409096,0.08940997628,31.80363815867866,31.80363815867866,0.9934441808888888,964.8830737054178,2507.1374102041555,0.09,60.0,-54.08443575109749,13,B,5,4,2023-10-05 13:38:49,3
131,131,14-Rep_2-2023_10_05-13_39_44-rev-0,35995.77840294817,0.7112194415453815,0.3852864585396718,4.280960650440798,0.209838,0.4091,0.0858447258,31.32753707454069,31.32753707454069,0.9538302866666668,1032.3422841487377,2587.136471922068,0.09,60.0,-54.083637911584894,14,B,6,4,2023-10-05 13:39:44,3
132,132,15-Rep_2-2023_10_05-13_40_39-rev-1,180850.786596269,0.7163449789341679,0.4518197517207438,5.020219463563821,0.256479,0.396948,0.101808826092,31.45560163363911,31.45560163363911,1.1312091788,1002.748628703703,2363.1328971182543,0.09,60.0,-54.0839872763198,15,B,7,4,2023-10-05 13:40:39,3
133,133,16-Rep_2-2023_10_05-13_41_34-rev-0,26827.752249107405,0.6601171493536924,0.4066422759080228,4.518247510089143,0.221804,0.360593,0.079980969772,29.795667743897308,29.795667743897308,0.8886774419111112,1129.0568478850578,2131.3853067577265,0.09,60.0,-54.08381812783298,16,B,8,5,2023-10-05 13:41:34,3
134,134,17-Rep_2-2023_10_05-13_42_29-rev-0,14917.070968669526,0.7122669684819479,0.3904625163575398,4.3384724039726645,0.221759,0.396948,0.088026791532,31.65138506760653,31.65138506760653,0.9780754614666668,1105.357703877438,2516.527139185751,0.09,60.0,-54.0845061735599,17,B,9,5,2023-10-05 13:42:29,3
135,135,18-Rep_2-2023_10_05-13_43_25-rev-1,32682.40987790809,0.8237615216149258,0.4843009279332388,5.381121421480431,0.291288,0.493952,0.143882290176,36.06538218419004,36.06538218419004,1.5986921130666667,643.9303762360958,3793.770649298284,0.09,60.0,-54.08396542926708,18,C,1,5,2023-10-05 13:43:25,3
136,136,19-Rep_2-2023_10_05-13_44_20-rev-1,9142.396628304376,0.7926574497924369,0.4764143101783872,5.293492335315413,0.269458,0.445442,0.120027910436,31.7842451553711,31.7842451553711,1.333643449288889,940.490244014984,2858.9593966590783,0.09,60.0,-54.08429488893294,19,C,2,5,2023-10-05 13:44:20,3
137,137,20-Rep_2-2023_10_05-13_45_15-rev-1,136099.02209936356,0.8047466334348282,0.5217126185757142,5.796806873063491,0.29029,0.433365,0.12580152585,29.96369716421789,29.96369716421789,1.3977947316666668,829.2166243687748,2234.551725573328,0.09,60.0,-54.08337723972328,20,C,3,6,2023-10-05 13:45:15,3
138,138,21-Rep_2-2023_10_05-13_46_10-rev-1,174732.0223070203,0.8372586793525765,0.5154993654977956,5.727770727753285,0.298649,0.433366,0.129424322534,29.98666079416904,29.98666079416904,1.4380480281555554,672.6089229714167,2473.578475915514,0.09,60.0,-54.08397969402407,21,C,4,6,2023-10-05 13:46:10,3
139,139,22-Rep_2-2023_10_05-13_47_05-rev-1,516141.3473478735,0.8270597375603792,0.4863665460710846,5.4040727341231625,0.275895,0.421211,0.116210008845,28.8896952041066,28.8896952041066,1.2912223205000002,831.5047769072908,2430.681442798613,0.09,60.0,-54.08419544805755,22,C,5,6,2023-10-05 13:47:05,3
140,140,23-Rep_2-2023_10_05-13_48_00-rev-1,3727491.953624972,0.8026384801562013,0.4950153419265868,5.500170465850966,0.278354,0.421208,0.117244931632,29.509064502065424,29.509064502065424,1.302721462577778,946.810528029799,2443.004965790717,0.09,60.0,-54.08416678480075,23,C,6,6,2023-10-05 13:48:00,3
141,141,25-Rep_2-2023_10_05-13_49_49-rev-8,15186.54433527648,0.8235925534397874,1.5648079663278305,17.386755181420337,1.38329,0.578794,0.8006399522600001,62.12462755584278,62.12462755584278,8.895999469555557,105.85253810356494,-14316.69619079278,0.09,60.0,-54.08384611596108,25,C,8,7,2023-10-05 13:49:49,3
142,142,27-Rep_2-2023_10_05-13_51_40-rev-7,20889.248940659807,0.7900121172499693,1.6943124105229277,18.82569345025475,1.41419,0.506064,0.71567064816,53.46701778859414,53.46701778859414,7.951896090666668,122.70349089604198,32872.41074320379,0.09,60.0,-54.08394713719209,27,D,1,7,2023-10-05 13:51:40,3
143,143,28-Rep_2-2023_10_05-13_52_35-rev-9,11773.388872983196,0.8389518789074675,1.5592261811128298,17.32473534569811,1.46426,0.56665,0.8297229289999999,63.42886238981572,63.42886238981572,9.219143655555555,125.5599104821816,-2837.98162660408,0.09,60.0,-54.08413612785373,28,D,2,8,2023-10-05 13:52:35,3
144,144,29-Rep_2-2023_10_05-13_53_30-rev-9,13891.583907123217,0.8461622399408087,1.6455798174197884,18.284220193553207,1.53208,0.578797,0.8867633077599999,63.68470207717281,63.68470207717281,9.852925641777777,107.75952521215852,-2728.130446735405,0.09,60.0,-54.08395511962704,29,D,3,8,2023-10-05 13:53:30,3
145,145,30-Rep_2-2023_10_05-13_54_25-rev-1,13437.905617854049,0.8546579253339073,1.679567028509508,18.661855872327862,1.54212,0.590909,0.91125258708,63.481782039902136,63.481782039902136,10.125028745333331,111.88240993035453,-4436.211987664682,0.09,60.0,-54.08387125198004,30,D,4,8,2023-10-05 13:54:25,3
146,146,31-Rep_2-2023_10_05-13_55_20-rev-1,9763.747163043685,0.8550296535786178,1.6804751571942764,18.67194619104752,1.50822,0.603067,0.90955771074,63.30193511504586,63.30193511504586,10.106196786,110.89340723998788,-12074.482276168086,0.09,60.0,-54.08409325442104,31,D,5,8,2023-10-05 13:55:20,3
147,147,33-Rep_2-2023_10_05-13_57_10-rev-9,9645.80108510266,0.8722288616229764,1.2559983175776916,13.955536861974352,1.44595,0.603068,0.8720061746000001,79.59761394496687,69.14102783504062,9.688957495555556,122.01696433461,-1337.009802444402,0.09,60.0,-54.08385443872405,33,D,7,9,2023-10-05 13:57:10,3
148,148,35-Rep_2-2023_10_05-13_59_00-rev-9,37421.23837716021,0.872594778055351,1.189021250215087,13.211347224612078,1.4570500000000002,0.615142,0.8962926511,86.38684428130196,70.49572326926989,9.958807234444444,104.76972424966004,-1680.8385675958075,0.09,60.0,-54.08412320027124,35,D,9,9,2023-10-05 13:59:00,3
149,149,38-Rep_2-2023_10_05-14_01_45-rev-9,7400.864750812629,0.8929755281981487,0.8959007690911825,9.954452989902029,1.42361,0.627264,0.8929793030400002,111.61997642627274,70.24425420321394,9.921992256000005,116.58028430345982,-2587.965705111694,0.09,60.0,-54.083966125865935,38,E,3,10,2023-10-05 14:01:45,3
150,150,39-Rep_2-2023_10_05-14_02_40-rev-9,16628.62116108664,0.9012157808249638,1.0040036809746904,11.155596455274338,1.43124,0.627264,0.8977653273600001,99.2198887029256,69.60197694561106,9.975170304000002,124.51704952969652,-2308.264711275974,0.09,60.0,-54.08414057972376,39,E,4,10,2023-10-05 14:02:40,3
151,151,41-Rep_2-2023_10_05-14_04_30-rev-9,23152.679792068884,0.9055196048093852,0.7866807649274906,8.74089738808323,1.29314,0.63941,0.8268466474,116.0722975591318,70.61249658251164,9.187184971111112,134.16137410892262,-8130.295868608469,0.09,60.0,-54.08421228228985,41,E,6,11,2023-10-05 14:04:30,3
152,152,42-Rep_2-2023_10_05-14_05_25-rev-9,75304.14322081751,0.8868488696927928,0.748108606689988,8.312317852110978,1.29113,0.639409,0.82556014217,124.43267834206084,72.09898121891877,9.172890468555556,116.72857370179332,-8451.836049013511,0.09,60.0,-54.08393360602323,42,E,7,11,2023-10-05 14:05:25,3
153,153,43-Rep_2-2023_10_05-14_06_20-rev-9,18752.59561423062,0.8971979705977599,0.7462869602581143,8.29207733620127,1.29247,0.63941,0.8264182427000001,123.4257456263598,71.26743717152993,9.18242491888889,133.52044038724324,-7358.6653136444975,0.09,60.0,-54.0841389942453,43,E,8,11,2023-10-05 14:06:20,3
154,154,44-Rep_2-2023_10_05-14_07_15-rev-9,45799.73680266735,0.8470298429318073,1.7287254426010263,19.208060473344737,1.4955,0.578794,0.8655864270000001,59.113367731390845,59.113367731390845,9.617626966666668,101.6005000274171,10638.554496581492,0.09,60.0,-54.08352370677555,44,E,9,12,2023-10-05 14:07:15,3
155,155,45-Rep_2-2023_10_05-14_08_10-rev-7,16409.06855105204,0.83003196999633,1.6522365140246549,18.35818348916284,1.35526,0.51821,0.7023092846,51.21077801914892,51.21077801914892,7.803436495555554,129.1509520604138,-9741.6620741308,0.09,60.0,-54.08359319113177,45,F,1,12,2023-10-05 14:08:10,3
156,156,46-Rep_2-2023_10_05-14_09_05-rev-8,10088.125798485602,0.8343556107932982,1.6584217638056369,18.426908486729296,1.37654,0.542415,0.7466559441,53.960299014736265,53.960299014736265,8.296177156666667,118.15245329621796,-11912.96946502254,0.09,60.0,-54.08401493862714,46,F,2,12,2023-10-05 14:09:05,3
157,157,47-Rep_2-2023_10_05-14_10_00-rev-8,24496.7218347019,0.8424730522912913,1.6749927795287771,18.611030883653083,1.38691,0.566651,0.7858939384100001,55.69227790449128,55.69227790449128,8.732154871222225,121.4779416746504,10200.852330158645,0.09,60.0,-54.08372291256412,47,F,3,12,2023-10-05 14:10:00,3
158,158,48-Rep_2-2023_10_05-14_10_55-rev-9,33101.38343961974,0.8489684480077688,1.693263132265196,18.814034802946622,1.44206,0.578798,0.8346614438800001,58.062315301564325,58.062315301564325,9.274016043111112,118.99706822364972,37293.94232863304,0.09,60.0,-54.08375164631249,48,F,4,13,2023-10-05 14:10:55,3
159,159,51-Rep_2-2023_10_05-14_13_40-rev-9,12722.148748433608,0.8480961985271493,1.6985606540486264,18.87289615609585,1.4551,0.578797,0.8422075147,58.46459369461701,58.46459369461701,9.357861274444446,111.81573209071362,-28214.154730572496,0.09,60.0,-54.08423640072653,51,F,7,13,2023-10-05 14:13:40,3
160,160,52-Rep_2-2023_10_05-14_14_35-rev-9,11333.842379592015,0.8470917799914826,1.6317681702050515,18.1307574467228,1.515,0.578798,0.8768789700000001,63.43818217712336,63.43818217712336,9.74309966666667,107.03420854457916,-2341.9495849265404,0.09,60.0,-54.08369179122848,52,F,8,14,2023-10-05 14:14:35,3
161,161,53-Rep_2-2023_10_05-14_15_30-rev-8,7450.189530645965,0.8465690159807001,1.2273825689355673,13.637584099284082,1.33006,0.590909,0.78594442454,75.6396510691653,69.80045204175903,8.732715828222222,101.25178323713544,-3097.1471574474376,0.09,60.0,-54.083768226702354,53,F,9,14,2023-10-05 14:15:30,3
162,162,54-Rep_2-2023_10_05-14_16_25-rev-9,19538.69404980982,0.8633357042082819,1.2642438959723097,14.04715439969233,1.44546,0.578798,0.83662935708,76.6518308077198,67.0420552722054,9.295881745333332,120.95817232102029,-1047.477662869652,0.09,60.0,-54.08396319462645,54,G,1,14,2023-10-05 14:16:25,3
163,163,55-Rep_2-2023_10_05-14_17_20-rev-8,6156.757491700474,0.8403251551104765,1.106994580169264,12.299939779658487,1.25344,0.59091,0.7406702304000001,79.62180718354472,70.31920874989324,8.229669226666669,121.09417868913438,-1142.47035329052,0.09,60.0,-54.08392920087436,55,G,2,14,2023-10-05 14:17:20,3
164,164,57-Rep_2-2023_10_05-14_19_10-rev-7,23700.469866401345,0.8736743817321837,0.817667086940627,9.085189854895855,1.04591,0.651495,0.68140513545,95.38482435103582,74.56954371356508,7.571168171666668,109.0658593820948,-4194.797098421668,0.09,60.0,-54.08382564954968,57,G,4,15,2023-10-05 14:19:10,3
165,165,58-Rep_2-2023_10_05-14_20_05-rev-7,10410.672982841565,0.8545141091890908,0.7768309850098787,8.631455388998653,1.0284300000000002,0.651497,0.6700190597100001,100.93490519416127,76.24180724391455,7.444656219,103.30112636908925,-31693.73816024961,0.09,60.0,-54.08426576292801,58,G,5,15,2023-10-05 14:20:05,3
166,166,59-Rep_2-2023_10_05-14_21_00-rev-9,24622.4484064595,0.8678237866845937,0.8309221317904435,9.232468131004929,1.2804,0.639409,0.8186992835999999,113.53572405096206,73.67958908372145,9.096658706666666,97.75555748082654,-28745.30730835844,0.09,60.0,-54.08420007604081,59,G,6,15,2023-10-05 14:21:00,3
